,accession,Gardiner_captivity_flag,Gardiner_domestication_flag,Gardiner_flag_notes,Sudmant_zoo_flag,Combined_captivity_flag,Animal,Assembly,Band,Bird,CBP,Cells,Collection,Columbia,Common,Culture,ENA,ENA.CHECKLIST,ENA.FIRST.PUBLIC,ENA.LAST.UPDATE,External,Father,Field,Funding,GAL,GAL_sample_id,GN,Genome,INSDC,ISIS,Identified,Individual,Loan,Local,Marine,Material,McGill,Mobilization,Moreton,Mother,Necropsy,Note,Oregon,Panamanian,Permit,Permits,Previous,Report,Sample,Scientific,Sex,Smithsonian,Source,Species360,Stanford,State,Studbook,Subject,Submission,Submitter,ToLID,Tube,Turtle,UF,UQ,USNM,Vassar,Weight,Wieght,age,altitude,barcoding,bio.material,biomaterial,biomaterial_provider,bioproject_accession2,birth_date,birth_location,breed,breed_note,breeding_history,breeding_method,broker,cell_line,cell_type,collected,collected.by,collected_by,collecting,collection,collection.date,collection_date,common,country,cultivar,culture_or_strain_id,date,death_date,depth,derived.from,dev_stage,developmental_age,ecotype,elevation,env_broad_scale,env_local_scale,env_medium,estimated_size,family,funding,geo_loc_name,geographic,growth_protocol,habitat,health_state,identified,identified_by,identifier_affiliation,isol_growth_condt,isolate,isolate_name_alias,isolation.source,isolation_source,label,lat.lon,lat_lon,latitude,lifestage,material,note,order,organism,orgmod_note,original,permit,permits,phenotype,project,provider,proxy,ref_biomaterial,relationship,sample,sample_type,scientific_name,sex,specimen,specimen_id,specimen_voucher,storage,store_cond,strain,sub,sub_species,subject,subject_id,submission,symbiont,tissue,tolid,treatment,voucher,yggdrasil,yggdrasil_individual_id
121,GCA_027410445.1,no,no,lat_lon,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Miguel Vences - Technische Universitat Braunschweig, Germany""",,,,,,,,,,,,,"Attribute ""Miguel Vences, Felix Amat and Salvador Carranza""",,,,"Attribute ""2020-01-15""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Spain: Girona province, Pals""",,,,,,,,,"Attribute ""aDisPic1""",,,,,,"Attribute ""42.0040 N 3.1863 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood, muscle, liver""",,"Attribute ""flash frozen in 100% EtOH""",,,
122,GCA_027410455.1,no,no,lat_lon,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Miguel Vences - Technische Universitat Braunschweig, Germany""",,,,,,,,,,,,,"Attribute ""Miguel Vences, Felix Amat and Salvador Carranza""",,,,"Attribute ""2020-01-15""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Spain: Girona province, Pals""",,,,,,,,,"Attribute ""aDisPic1""",,,,,,"Attribute ""42.0040 N 3.1863 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood, muscle, liver""",,"Attribute ""flash frozen in 100% EtOH""",,,
125,GCA_027559525.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Tel Aviv University & Steinhardt, Museum of Natural History""",,,,,,,,,,,,,"Attribute ""Tali Magory Cohen""",,,,"Attribute ""2020-04-22""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Israel: Tel Aviv""",,,,,,,,,"Attribute ""bArcTri1""",,,,,,"Attribute ""32.11339733 N 34.80909311 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,"Attribute ""M3""",,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""95 - 99% ethanol""",,,
126,GCA_027559615.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Tel Aviv University & Steinhardt, Museum of Natural History""",,,,,,,,,,,,,"Attribute ""Tali Magory Cohen""",,,,"Attribute ""2020-04-22""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Israel: Tel Aviv""",,,,,,,,,"Attribute ""bArcTri1""",,,,,,"Attribute ""32.11339733 N 34.80909311 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,"Attribute ""M3""",,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""95 - 99% ethanol""",,,
128,GCA_027579415.1,no,no,lat_lon,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Jacek Szymura, Jagiellonian University""",,,,,,,,,,,,,,,,,"Attribute ""2020-08""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Poland: Ksiaz Wielki""",,,,,,,,,"Attribute ""aBomBom1""",,,,,,"Attribute ""50.433333 N 20.150000 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood, muscle, kidney, liver""",,"Attribute ""flash frozen in 100 EToH""",,,
129,GCA_027579665.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""adult""",,,,,"Attribute ""University of New Hampshire""",,,,,,,,,,,,,"Attribute ""Nicole Guido""",,,,"Attribute ""2020-07-31""",,,,,,,,,,,,,,,,,,,"Attribute ""USA: Mendall Marsh, Waldo County, Maine""",,,,,,,,,"Attribute ""bAmmNel1""",,,,,,"Attribute ""44.5864 N 68.8591 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,"Attribute ""NESP 2821-27714""",,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""100% EtOH frozen""",,,
130,GCA_027579805.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""James Cook University, Australia""",,,,,,,,,,,,,"Attribute ""Aaron Davis""",,,,"Attribute ""2020-08-07""",,,,,,,,,"Attribute ""subadult""",,,,,,,,,,"Attribute ""Australia: Ayr""",,,,,,,,,"Attribute ""fNeoGra1""",,,,,,"Attribute ""19.567261 S 147.423886 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""not determined""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""95% EtOH""",,,
132,GCA_027595995.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Liliana M. Davalos, Stony Brook University/ sample from Max Planck Institute of Animal Behavior""",,,,,,,,,,,,,"Attribute ""Marion Muturi""",,,,"Attribute ""2020-11-11""",,,,,,,,,"Attribute ""juvenile""",,,,,,,,,,"Attribute ""Germany: Radolfzell, Max Planck Institute of Animal Behavior""",,,,,,,,,"Attribute ""mSorAra2""",,,,,,"Attribute ""47.7744 N 9.0157 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""spleen, kidney, muscle""",,"Attribute ""flash frozen""",,,
133,GCA_027917425.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"coordinators	Attribute ""Andrew Crawford, Bob Murphy, Spencer Livermore""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Amphibian Conservation Research Center, Georgia USA""",,,,,,,,,,,,,"Attribute ""Craig Hassapakis""",,,,"Attribute ""2020-02-15""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: Atlanta, Georgia""",,,,,,,,,"Attribute ""aGasCar1""",,,,,,"Attribute ""33.611291 N 84.298217 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""not determined""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""heart and thigh muscles""",,"Attribute ""flash frozen in liquid nitrogen""",,,
134,GCA_027942865.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""George Washington University""",,,,,,,,,,,,,"Attribute ""Gustavo M. Somoza, Juan I. Fernandino, Yamila Cardoso, Agustin Boan""",,,,"Attribute ""2021-04-29""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Argentina: Universidad Nacional de Mar del Plata, Mar de Plata""",,,,,,,,,"Attribute ""fOdoBon6""",,,,,,"Attribute ""35.62328713 S 57.99417012 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood, heart""",,"Attribute ""100% EtOH frozen""",,,
136,GCA_028019105.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""University of New Hampshire""",,,,,,,,,,,,,"Attribute ""Jon Clark""",,,,"Attribute ""2020-07-23""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: Durham, New Hampshire""",,,,,,,,,"Attribute ""bMelGeo1""",,,,,,"Attribute ""43.14 N 71.00 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80C""",,,,,,,,"Attribute ""Whole blood""",,"Attribute ""100% ethanol""",,,
137,GCA_028020675.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Taronga Conservation Society, Australia""",,,,,,,,,,,,,"Attribute ""Mark DeBruyn, Taratonga zoo""",,,,"Attribute ""2020-04-19""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Australia: Taratonga zoo""",,,,,,,,,"Attribute ""bPodStr1""",,,,,,"Attribute ""33.84336411 S 151.24137756 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""ethanol""",,,
138,GCA_028020825.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Taronga Conservation Society, Australia""",,,,,,,,,,,,,"Attribute ""Mark DeBruyn, Taratonga zoo""",,,,"Attribute ""2020-04-19""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Australia: Taratonga zoo""",,,,,,,,,"Attribute ""bPodStr1""",,,,,,"Attribute ""33.84336411 S 151.24137756 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""ethanol""",,,
139,GCA_028021475.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ID	Attribute ""14097""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Univ. California Santa Barbara, San Diego Zoo Wildlife Alliance""",,,,,,,,,"Attribute ""mEscRob2 fibroblast""",,,,"Attribute ""Jeffrey K. Jacobsen""",,,,"Attribute ""2016-03-18""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: North Pacific Ocean, near Crescent City, California""",,,,,,,,,"Attribute ""mEscRob2""",,,,,,"Attribute ""41.8349 N 124.2969 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""liquid nitrogen""",,,,,,,,"Attribute ""Cells grown from a skin dart biopsy of epidermis and blubber""",,"Attribute ""frozen""",,,
140,GCA_028022725.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Joanna Kelley, Washington State University""",,,,,,,,,,,,,"Attribute ""Scott Hamilton, Moss Landing Marine Laboratories""",,,,"Attribute ""2021-10-21""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: Monterey Bay, California""",,,,,,,,,"Attribute ""fLycPai1""",,,,,,"Attribute ""36.80463781 N 121.88689674 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""heart, liver""",,"Attribute ""flash frozen""",,,
142,GCA_028451465.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Field Museum of Natural History, Chicago""",,,,,,,,,,,,,"Attribute ""Liz Huamani""",,,,,,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: Northern Minnesota (exact location missing data)""",,,,,,,,,"Attribute ""mEreDor1""",,,,,,"Attribute ""46.7296 N 94.6859 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,"Attribute ""PL10825""",,"Attribute ""-80oC""",,,,,,,,"Attribute ""brain""",,,,,
143,GCA_028500835.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Field Museum of Natural History, Chicago""",,,,,,,,,,,,,"Attribute ""Liz Huamani""",,,,,,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: Northern Minnesota (exact location missing data)""",,,,,,,,,"Attribute ""mEreDor1""",,,,,,"Attribute ""46.7296 N 94.6859 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,"Attribute ""PL10825""",,"Attribute ""-80oC""",,,,,,,,"Attribute ""brain""",,,,,
147,GCA_029215775.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Brian Hinds""",,,,"Attribute ""2021-03-20""",,,,,,"Attribute ""2021-03-21""",,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA:San Felipe Valley, San Diego County, California""",,,,,,,,,"Attribute ""HBS135921""",,,,,,"Attribute ""33.128 N 116.52 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,,,,,,,,,"Attribute ""liver""",,,,,
149,GCA_030035585.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bay Marine Park permit	Attribute ""MPP18-001119""",,,,,,,,,,,"Purposes Permit	Attribute ""WA0019236""",,,,,,,,,,,,,,,"Animal Ethics permi	Attribute ""2021/AE000821""",,,,,,,,,,"Attribute ""University of Queensland, Australia""",,,,,,,,,,,,,"Attribute ""Janet Lanyon""",,,,"Attribute ""2022-05-17""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Australia: Moreton Bay, Queensland""",,,,,,,,,"Attribute ""mDugDug1""",,,,,,"Attribute ""27.15148032 S 153.0415985 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""frozen""",,,
153,GCA_030848815.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""adult""",,,,,"Attribute ""Burton Lim""","Attribute ""PRJNA972446""",,,,,,,,,,,,"Attribute ""Michael Smotherman""",,,,"Attribute ""2018-10-15""",,,,,,"Attribute ""2019-02-28""",,,,,,,,,,,,,"Attribute ""USA: Texas A&M campus in the city of College Station, Brazos County, Texas""",,,,"Attribute ""healthy""",,,,,"Attribute ""mTadBra1""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""flash frozen""",,,,,,,,"Attribute ""muscle""",,,,,
154,GCA_030848825.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""adult""",,,,,"Attribute ""Burton Lim""","Attribute ""PRJNA972446""",,,,,,,,,,,,"Attribute ""Michael Smotherman""",,,,"Attribute ""2018-10-15""",,,,,,"Attribute ""2019-02-28""",,,,,,,,,,,,,"Attribute ""USA: Texas A&M campus in the city of College Station, Brazos County, Texas""",,,,"Attribute ""healthy""",,,,,"Attribute ""mTadBra1""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""flash frozen""",,,,,,,,"Attribute ""muscle""",,,,,
156,GCA_030867145.1,,,,no,no,,,,,,,,"export	Attribute ""ANLA 02779""",,,,,,,,,"collector	Attribute ""AJC 7605""",,,,,,,,,,,,,,,"permit of de la Universidad de los Andes	Attribute ""P08227S5972_N0001""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Andrew J. Crawford: Universidad de los Andes""",,,,,,,,,,,,,"Attribute ""Andrew J. Crawford""",,,,"Attribute ""2021-12-13""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Colombia: Reserva Barcelona de la Universidad de los Llanos, Municipio de Villavicencio, Departamento del Meta, Colombia""",,,,,,,,,"Attribute ""bOpiHoa1""",,,,,,"Attribute ""4.07374 N 73.58152 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood for genome (brain, gonad, liver, muscle for transcriptome)""",,"Attribute ""flash frozen in 95% ethanol for blood""",,,
158,GCA_031876245.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""University of New Hampshire""",,,,,,,,,,,,,"Attribute ""Jon Clark""",,,,"Attribute ""2020-08-05""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: Durham, New Hampshire""",,,,,,,,,"Attribute ""bPasSan2""",,,,,,"Attribute ""43.1461 N 70.9488 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""100% EtOH frozen""",,,
159,GCA_031876335.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ID	Attribute ""201898""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Sun Yat-sen University""",,,,,,,,,,,,,"Attribute ""Libiao Zhang""",,,,"Attribute ""2020-07-24""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""China: Guilin City, Guangxi Province""",,,,,,,,,"Attribute ""mHipLar1""",,,,,,"Attribute ""25.17717498 N 110.34114361 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""muscle""",,"Attribute ""100% EtOH frozen""",,,
160,GCA_031877795.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Tom Gilbert: University of Copenhagen""",,,,,,,,,,,,,"Attribute ""Nerea Pagaldai""",,,,"Attribute ""2016-02-04""",,,,,,,,,"Attribute ""juvenile""",,,,,,,,,,"Attribute ""Spain: San Sebastian""",,,,,,,,,"Attribute ""bStrAlu1""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""70% ethanol frozen""",,,
161,GCA_031878675.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,"number	Attribute ""2019.8939""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Chris Conroy: Museum of Vertebrate Zoology""",,,,,,,,,,,,,"Attribute ""James L. Patton""",,,,"Attribute ""1990-02-03""",,,,,,,,,"Attribute ""unkown""",,,,,,,,,,"Attribute ""USA: San Bernardino County Specific Locality, Harvard, California""",,,,,,,,,"Attribute ""mThoBot1""",,,,,,"Attribute ""34.9365976 N 116.66389 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,"Attribute ""MVZ:Mamm:179317""",,"Attribute ""-80oC""",,,,,,,,"Attribute ""unknown""",,"Attribute ""frozen""",,,
162,GCA_031878685.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ID	Attribute ""201898""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Sun Yat-sen University""",,,,,,,,,,,,,"Attribute ""Libiao Zhang""",,,,"Attribute ""2020-07-24""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""China: Guilin City, Guangxi Province""",,,,,,,,,"Attribute ""mHipLar1""",,,,,,"Attribute ""25.17717498 N 110.34114361 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""muscle""",,"Attribute ""100% EtOH frozen""",,,
164,GCA_031885435.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""University of New Hampshire""",,,,,,,,,,,,,"Attribute ""Jon Clark""",,,,"Attribute ""2020-08-05""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: Durham, New Hampshire""",,,,,,,,,"Attribute ""bPasSan2""",,,,,,"Attribute ""43.1461 N 70.9488 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""100% EtOH frozen""",,,
165,GCA_031893055.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Andrew Crawford: Universidad de los Andes""",,,,,,,,,,,,,"Attribute ""Melissa Hernandez""",,,,"Attribute ""2020-01-25""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Colombia: Bogota""",,,,,,,,,"Attribute ""aLepFus1""",,,,,,"Attribute ""4.60064 N 74.06604 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,,,,,,,,,"Attribute ""liver""",,"Attribute ""liquid nitrogen""",,,
166,GCA_032164215.1,yes,no,isolation-source,no,no,,,,,"Individual ID	Attribute ""MuskTurtle02""",,,,"name	Attribute ""eastern musk turtle""",,,,,,"Sample ID	Attribute ""Musk Turtle 'Zig'""",,,,,,,,,,"by	Attribute ""Pauline Delnatte, Ontario Turtle Conservation Centre, Peterborough, Ontario Canada""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""rSteOdo2""",,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Pauline Delnatte, Ontario Turtle Conservation Centre, Peterborough, Ontario Canada""",,,,"Attribute ""2023-04-19""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Canada: Peterborough, Ontario""",,,,"Attribute ""healthy""",,,,,"Attribute ""MuskTurtle02""",,,"Attribute ""captive, ex situ conservation centre""",,,,,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""EDTA, stored at 4C within 10 minutes of collection, then transferred to -80C ~2h later""",,,,,,,,"Attribute ""blood""",,,,,
167,GCA_032164245.1,yes,no,isolation-source,no,no,,,,,"Individual ID	Attribute ""MuskTurtle02""",,,,"name	Attribute ""eastern musk turtle""",,,,,,"Sample ID	Attribute ""Musk Turtle 'Zig'""",,,,,,,,,,"by	Attribute ""Pauline Delnatte, Ontario Turtle Conservation Centre, Peterborough, Ontario Canada""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""rSteOdo2""",,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Pauline Delnatte, Ontario Turtle Conservation Centre, Peterborough, Ontario Canada""",,,,"Attribute ""2023-04-19""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Canada: Peterborough, Ontario""",,,,"Attribute ""healthy""",,,,,"Attribute ""MuskTurtle02""",,,"Attribute ""captive, ex situ conservation centre""",,,,,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""EDTA, stored at 4C within 10 minutes of collection, then transferred to -80C ~2h later""",,,,,,,,"Attribute ""blood""",,,,,
169,GCA_033349115.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ID	Attribute ""1MS""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Kevin Enge: Florida Fish & Wildlife Conservation Commission""",,,,,,,,,,,,,"Attribute ""Kevin Enge""",,,,"Attribute ""2022-05-26""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: Suwannee River, Branford, Florida""",,,,,,,,,"Attribute ""rMacSuw1""",,,,,,"Attribute ""29.958 N 82.9324 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""frozen""",,,
171,GCA_035046505.1,no,no,lat_lon,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDs	Attribute ""JN 35 and JN 37""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""2019-10-01""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Australia: South Australia, near Adelaide""",,,,,,,,,"Attribute ""rTilSci1""",,,,,,"Attribute ""34.08575 S 139.05331 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""heart muscle""",,"Attribute ""flash frozen""",,,
172,GCA_035084275.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ID	Attribute ""Liver HC_08 (L)""",,,,,,,,,,,,,,,,,,,,,,"Attribute ""University of Washington, Friday Harbor Labs, Karly Cohen and Gavin Naylor""",,,,,,,,,,,,,"Attribute ""Karly Cohen, Friday Harbor Labs""",,,,"Attribute ""2022-04-29""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: San Juan Island, Washington""",,,,,,,,,"Attribute ""sHydCol1""",,,,,,"Attribute ""48.564472 N 123.013778 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""liver""",,"Attribute ""liquid nitrogen""",,,
173,GCA_035771015.1,,,,no,no,,,"number	Attribute ""2831-61162""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ID	Attribute ""SOSP 2831-61162""",,,,,,,,,,,,,"Attribute ""Adrienne Kovach: University of New Hampshire""",,,,,,,,,,,,,"Attribute ""Jonathan Clark""",,,,"Attribute ""2020-07-29""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: Maquoit Bay, in Brunswick, Maine""",,,,,,,,,"Attribute ""bMelMel2""",,,,,,"Attribute ""43.868 N 69.9919 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,"Attribute ""melodia""",,,,,"Attribute ""blood""",,"Attribute ""100% EtOH frozen""",,,
